Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Id,Time,acc_diff_x,acc_diff_y,acc_diff_z,acc_ma_x,acc_ma_y,acc_ma_z
28790,0.27997,-0.997843,-9.710421,-2.52,-4.2,-1.54,-99.460945,-143.134323,-192.228745,19,0.38,0.0287149999999999,0.055037,0.0263220000000004,0.2656125,-1.0253615,-9.723582
28810,0.265613,-1.021772,-9.715207,-2.52,-4.27,-1.61,-100.789703,-143.981705,-193.351364,20,0.4,-0.014357,-0.0239289999999998,-0.0047859999999992,0.2727914999999999,-1.0098075,-9.712814
28830,0.270399,-1.024165,-9.686492,-2.52,-4.27,-1.54,-103.063889,-142.553513,-194.905365,21,0.42,0.004786,-0.002393,0.028715,0.2680059999999999,-1.0229685,-9.7008495
28850,0.332614,-1.038522,-9.719993,-2.52,-4.27,-1.47,-102.159096,-143.237732,-194.892532,22,0.44,0.062215,-0.0143569999999999,-0.0335010000000011,0.3015065,-1.0313435,-9.7032425
28870,0.244077,-1.019379,-9.705635,-2.45,-4.27,-1.4,-99.430931,-141.528076,-190.542358,23,0.46,-0.088537,0.0191429999999999,0.0143580000000014,0.2883455,-1.0289505,-9.712814
28890,0.244077,-0.966735,-9.597955,-1.89,-4.2,-1.4,-99.985916,-142.52771,-193.239182,24,0.48,0.0,0.052644,0.1076799999999984,0.244077,-0.993057,-9.651795
28910,0.277577,-0.957163,-9.614705,-3.57,-8.26,-1.26,-101.730423,-141.705139,-193.642426,25,0.5,0.0335,0.009572,-0.01675,0.260827,-0.961949,-9.60633
28930,0.258434,-1.019379,-9.650599,-3.15,-6.02,-1.47,-99.788506,-142.285141,-192.356384,26,0.52,-0.019143,-0.062216,-0.0358939999999989,0.2680055,-0.988271,-9.632652
28950,0.251255,-1.021772,-9.748708,-2.38,-4.13,-1.47,-101.97625,-143.27803,-195.601822,27,0.54,-0.0071789999999999,-0.0023929999999998,-0.0981090000000008,0.2548445,-1.0205755,-9.6996535
28969,0.272792,-0.993057,-9.753493,-2.52,-4.2,-1.33,-101.873062,-143.536087,-193.685654,28,0.56,0.0215369999999999,0.0287149999999999,-0.004785,0.2620234999999999,-1.0074145,-9.7511005
28989,0.287149,-1.045701,-9.672134,-2.66,-4.41,-1.54,-100.881287,-141.841507,-192.971359,29,0.58,0.014357,-0.052644,0.0813590000000008,0.2799705,-1.019379,-9.7128135
29009,0.287149,-1.002628,-9.729565,-2.8,-4.34,-1.54,-102.491371,-142.389557,-195.160507,30,0.6,0.0,0.0430729999999999,-0.0574309999999993,0.287149,-1.0241645,-9.7008495
29029,0.217755,-1.031343,-9.703242,-2.66,-4.34,-1.47,-99.788506,-142.285141,-192.356384,31,0.62,-0.0693939999999999,-0.0287149999999998,0.0263229999999996,0.252452,-1.0169855,-9.716403499999998
29049,0.248862,-0.973914,-9.710421,-2.59,-4.27,-1.61,-102.238739,-142.974716,-196.10704,32,0.64,0.0311069999999999,0.0574289999999999,-0.0071790000000007,0.2333085,-1.0026285,-9.7068315
29069,0.301506,-1.009807,-9.696064,-2.59,-4.34,-1.54,-99.405174,-139.162155,-191.665176,33,0.66,0.0526439999999999,-0.0358929999999999,0.0143570000000003,0.275184,-0.9918605,-9.7032425
29089,0.258434,-0.997843,-9.731957,-2.52,-4.41,-1.54,-101.43409,-140.960953,-193.652679,34,0.68,-0.043072,0.0119639999999998,-0.0358929999999997,0.27997,-1.003825,-9.7140105
29109,0.234505,-1.009807,-9.69367,-2.38,-4.2,-1.4,-99.915703,-142.792709,-192.305328,35,0.7,-0.023929,-0.0119639999999998,0.0382870000000004,0.2464695,-1.003825,-9.7128135
29129,0.275184,-1.009807,-9.727171,-2.45,-4.34,-1.54,-101.097969,-142.367889,-195.586563,36,0.72,0.0406789999999999,0.0,-0.0335010000000011,0.2548445,-1.009807,-9.7104205
29149,0.208183,-1.031343,-9.703242,-2.59,-4.27,-1.47,-101.800644,-141.44014,-194.576279,37,0.74,-0.0670009999999999,-0.021536,0.0239290000000007,0.2416835,-1.020575,-9.7152065
29169,0.239291,-0.976306,-9.684099,-2.59,-4.2,-1.54,-101.649902,-140.927597,-193.92569,38,0.76,0.0311079999999999,0.0550369999999998,0.0191429999999996,0.223737,-1.0038245,-9.6936705
29189,0.265613,-1.036129,-9.679314,-2.8,-4.55,-1.47,-101.949631,-140.352356,-194.382462,39,0.78,0.0263219999999999,-0.059823,0.004785,0.252452,-1.0062175,-9.6817065
29209,0.270399,-1.007414,-9.679314,-2.73,-4.48,-1.4,-100.840187,-142.672195,-195.221664,40,0.8,0.004786,0.028715,0.0,0.2680059999999999,-1.0217715,-9.679314
29229,0.229719,-0.983485,-9.736743,-2.45,-4.41,-1.47,-100.72934,-144.528564,-193.869263,41,0.82,-0.0406799999999999,0.0239289999999999,-0.0574290000000008,0.250059,-0.9954495,-9.7080285
29249,0.248862,-0.983485,-9.731957,-2.52,-4.34,-1.47,-100.108826,-143.314148,-194.218887,42,0.84,0.0191429999999999,0.0,0.004786000000001,0.2392905,-0.9834850000000002,-9.73435
29269,0.256041,-0.978699,-9.698457,-2.38,-4.27,-1.47,-102.97142,-143.653183,-196.783157,43,0.86,0.007179,0.004786,0.0335,0.2524515,-0.981092,-9.715207
29289,0.234505,-0.940413,-9.705635,-2.45,-4.13,-1.54,-102.625343,-140.25824,-196.043472,44,0.88,-0.021536,0.0382859999999999,-0.0071779999999996,0.2452729999999999,-0.959556,-9.702046
29309,0.277577,-0.966735,-9.712814,-2.52,-4.2,-1.54,-99.79364,-142.56601,-193.667816,45,0.9,0.043072,-0.0263219999999999,-0.0071790000000007,0.256041,-0.953574,-9.7092245
29329,0.270399,-1.009807,-9.681706,-2.45,-4.2,-1.61,-100.788811,-142.941177,-194.849136,46,0.92,-0.007178,-0.0430719999999998,0.0311079999999996,0.273988,-0.988271,-9.69726
29349,0.289542,-1.02895,-9.710421,-2.52,-4.2,-1.54,-99.731529,-141.512589,-193.341309,47,0.94,0.019143,-0.0191430000000001,-0.028715,0.2799705,-1.0193785000000002,-9.6960635
29369,0.289542,-1.014593,-9.73435,-2.59,-4.2,-1.47,-102.290115,-142.705734,-196.479584,48,0.96,0.0,0.0143569999999999,-0.0239289999999989,0.289542,-1.0217715000000005,-9.7223855
29389,0.287149,-1.016986,-9.691278,-2.38,-4.2,-1.47,-102.64978,-141.303772,-195.247345,49,0.98,-0.002393,-0.0023929999999998,0.0430719999999986,0.2883455,-1.0157895000000003,-9.712814
29409,0.258434,-0.99545,-9.724778,-2.38,-4.48,-1.54,-102.598831,-141.852615,-196.045914,50,1.0,-0.0287149999999999,0.021536,-0.0335,0.2727914999999999,-1.006218,-9.708028
29429,0.198611,-0.993057,-9.727171,-2.31,-4.34,-1.47,-102.152176,-140.875763,-196.576675,51,1.02,-0.0598229999999999,0.0023929999999999,-0.0023929999999996,0.2285225,-0.9942535,-9.7259745
29449,0.26322,-0.985878,-9.729565,-2.38,-4.2,-1.54,-101.123619,-140.213806,-193.241943,52,1.04,0.064609,0.0071789999999999,-0.0023939999999988,0.2309155,-0.9894675000000002,-9.728368
29469,0.256041,-1.014593,-9.672134,-2.52,-4.34,-1.54,-99.536301,-143.150177,-194.474014,53,1.06,-0.0071789999999999,-0.028715,0.0574309999999993,0.2596305,-1.0002355000000005,-9.7008495
29489,0.248862,-0.966735,-9.655384,-2.45,-4.27,-1.68,-101.455101,-142.845078,-196.229507,54,1.08,-0.007179,0.047858,0.01675,0.2524515,-0.9906640000000002,-9.663759
29509,0.275184,-1.0122,-9.729565,-2.45,-4.27,-1.61,-99.517464,-143.146225,-193.912704,55,1.1,0.0263219999999999,-0.0454649999999999,-0.0741809999999993,0.262023,-0.9894675000000002,-9.6924745
29529,0.27997,-1.005021,-9.753493,-2.45,-4.2,-1.47,-100.165367,-143.806839,-192.062866,56,1.12,0.004786,0.007179,-0.0239280000000015,0.2775769999999999,-1.0086105,-9.741529
29549,0.20579,-0.985878,-9.698457,-2.52,-4.27,-1.4,-101.61911,-142.800842,-194.958878,57,1.14,-0.07418,0.0191429999999999,0.0550360000000011,0.2428799999999999,-0.9954495000000002,-9.725975
29569,0.244077,-0.971521,-9.712814,-2.52,-4.2,-1.47,-101.243996,-142.879425,-196.096817,58,1.16,0.0382869999999999,0.014357,-0.0143570000000003,0.2249334999999999,-0.9786995000000004,-9.7056355
29589,0.26322,-1.019379,-9.70085,-2.52,-4.34,-1.54,-101.417427,-142.837158,-195.106857,59,1.18,0.019143,-0.047858,0.0119639999999989,0.2536484999999999,-0.9954500000000002,-9.706832
29609,0.215362,-1.005021,-9.66017,-2.45,-4.27,-1.54,-99.517464,-143.146225,-193.912704,60,1.2,-0.047858,0.014358,0.04068,0.2392909999999999,-1.0122,-9.680510000000002
29629,0.253648,-0.997843,-9.708028,-2.38,-4.27,-1.54,-101.921799,-140.626282,-194.711578,61,1.22,0.0382859999999999,0.0071779999999999,-0.0478579999999997,0.2345049999999999,-1.0014320000000003,-9.684099
29649,0.253648,-1.005021,-9.70085,-2.45,-4.2,-1.61,-101.894409,-141.180084,-196.211777,62,1.24,0.0,-0.0071779999999999,0.0071779999999996,0.2536479999999999,-1.0014320000000003,-9.704439
29669,0.27997,-1.02895,-9.715207,-2.66,-4.34,-1.47,-101.269646,-140.725327,-193.752197,63,1.26,0.026322,-0.023929,-0.0143569999999986,0.2668089999999999,-1.0169855,-9.7080285
29689,0.289542,-1.024165,-9.667349,-2.59,-4.2,-1.47,-100.984474,-141.58345,-194.887527,64,1.28,0.009572,0.004785,0.0478579999999997,0.2847559999999999,-1.0265575000000002,-9.691278
29709,0.294328,-0.99545,-9.73435,-2.52,-4.48,-1.61,-101.707306,-141.980057,-194.111877,65,1.3,0.0047859999999999,0.028715,-0.0670009999999994,0.2919349999999999,-1.0098075000000002,-9.7008495
29729,0.244077,-0.981092,-9.698457,-2.38,-4.41,-1.54,-101.446999,-144.163528,-195.622147,66,1.32,-0.0502509999999999,0.0143579999999999,0.0358929999999997,0.2692024999999999,-0.988271,-9.716403499999998
29749,0.258434,-0.997843,-9.672134,-2.45,-4.34,-1.47,-99.100845,-144.256424,-192.289886,67,1.34,0.014357,-0.016751,0.0263229999999996,0.2512554999999999,-0.9894675000000002,-9.6852955
29769,0.265613,-0.971521,-9.746315,-2.45,-4.41,-1.47,-101.229866,-142.87645,-195.675827,68,1.36,0.0071789999999999,0.026322,-0.0741809999999993,0.2620234999999999,-0.9846820000000004,-9.7092245
29789,0.277577,-1.007414,-9.70085,-2.52,-4.48,-1.54,-101.945351,-140.631226,-195.413223,69,1.38,0.011964,-0.035893,0.0454649999999983,0.2715949999999999,-0.9894675000000002,-9.7235825
29809,0.217755,-0.983485,-9.703242,-2.66,-4.27,-1.61,-99.991058,-142.808578,-194.550598,70,1.4,-0.059822,0.0239289999999999,-0.0023919999999986,0.2476659999999999,-0.9954495,-9.702046
29829,0.256041,-1.016986,-9.669742,-2.52,-3.99,-1.54,-102.63269,-142.900085,-195.530441,71,1.42,0.038286,-0.0335009999999998,0.0335,0.2368979999999999,-1.0002355000000005,-9.686492
29848,0.227326,-1.024165,-9.724778,-2.45,-4.13,-1.54,-102.096985,-142.184311,-194.566025,72,1.44,-0.028715,-0.007179,-0.0550360000000011,0.2416835,-1.0205755000000003,-9.69726
29868,0.253648,-0.988271,-9.67692,-2.45,-4.2,-1.54,-101.38784,-141.510803,-194.591568,73,1.46,0.0263219999999999,0.0358939999999999,0.0478579999999997,0.2404869999999999,-1.0062180000000005,-9.700849000000002
29888,0.256041,-0.964342,-9.7176,-2.38,-4.27,-1.54,-103.890236,-138.451935,-195.995178,74,1.48,0.002393,0.0239289999999999,-0.0406799999999982,0.2548444999999999,-0.9763065000000002,-9.69726
29908,0.258434,-0.973914,-9.708028,-2.45,-4.34,-1.54,-99.243805,-141.84726,-192.28241,75,1.5,0.0023929999999999,-0.0095719999999999,0.0095719999999985,0.2572374999999999,-0.9691280000000002,-9.712814
29928,0.24647,-1.021772,-9.715207,-2.45,-4.34,-1.54,-99.823219,-143.89238,-194.183105,76,1.52,-0.011964,-0.0478579999999999,-0.0071789999999989,0.2524519999999999,-0.997843,-9.7116175
29948,0.275184,-0.997843,-9.705635,-2.45,-4.27,-1.54,-99.11837,-142.939987,-193.177887,77,1.54,0.0287139999999999,0.0239289999999998,0.0095720000000003,0.2608269999999999,-1.0098075000000002,-9.710421
29968,0.248862,-0.99545,-9.698457,-2.52,-4.13,-1.47,-101.221764,-144.194885,-195.068481,78,1.56,-0.0263219999999999,0.002393,0.0071779999999996,0.2620229999999999,-0.9966465000000002,-9.702046
29988,0.232112,-0.770516,-9.779816,-2.73,-4.9,-1.54,-102.055885,-143.014999,-196.816345,79,1.58,-0.0167499999999999,0.2249339999999999,-0.0813590000000008,0.2404869999999999,-0.8829830000000002,-9.7391365
30008,0.318257,-1.172525,-9.56924,-1.47,-4.97,-1.54,-99.023712,-142.159485,-193.040161,80,1.6,0.086145,-0.402009,0.2105759999999996,0.2751845,-0.9715205000000002,-9.674528
30028,0.229719,-1.12706,-9.688885,-2.52,-4.62,-1.54,-100.159775,-142.765305,-193.420319,81,1.62,-0.088538,0.045465,-0.1196450000000002,0.273988,-1.1497925000000002,-9.6290625
30048,0.351757,-0.947592,-9.67692,-2.94,-4.34,-1.61,-101.176735,-141.545135,-194.458893,82,1.64,0.1220379999999999,0.1794679999999999,0.011965,0.290738,-1.0373260000000002,-9.6829025
30068,0.325435,-0.964342,-9.710421,-3.08,-4.48,-1.61,-100.724945,-140.287445,-193.678223,83,1.66,-0.026322,-0.01675,-0.0335009999999993,0.338596,-0.9559670000000002,-9.6936705
30088,0.265613,-1.072023,-9.712814,-2.52,-3.99,-1.47,-100.530609,-142.965591,-193.313156,84,1.68,-0.0598219999999999,-0.1076809999999999,-0.0023929999999996,0.295524,-1.0181825000000002,-9.7116175
30108,0.224933,-1.000236,-9.684099,-2.87,-4.48,-1.54,-101.19558,-141.549103,-195.020203,85,1.7,-0.0406799999999999,0.071787,0.028715,0.245273,-1.0361295,-9.6984565
30128,0.272792,-0.973914,-9.719993,-2.66,-4.34,-1.54,-102.381264,-140.28566,-194.928482,86,1.72,0.0478589999999999,0.0263219999999999,-0.0358940000000007,0.2488625,-0.987075,-9.702046
30148,0.275184,-1.048094,-9.667349,-2.38,-4.27,-1.54,-100.552834,-141.650146,-194.341492,87,1.74,0.002392,-0.0741800000000001,0.0526440000000008,0.273988,-1.0110040000000002,-9.693671
30168,0.32065,-1.014593,-9.710421,-2.52,-4.69,-1.47,-102.840721,-139.945038,-195.145401,88,1.76,0.045466,0.033501,-0.0430720000000004,0.297917,-1.0313435000000002,-9.688885
30188,0.299114,-1.0122,-9.727171,-2.38,-4.41,-1.61,-101.099281,-143.688324,-195.259872,89,1.78,-0.021536,0.002393,-0.01675,0.309882,-1.0133965000000005,-9.718796
30208,0.232112,-0.887769,-9.724778,-2.45,-4.27,-1.61,-101.473511,-142.569168,-195.61972,90,1.8,-0.0670019999999999,0.1244309999999999,0.0023929999999996,0.265613,-0.9499845000000002,-9.7259745
30228,0.275184,-1.12706,-9.667349,-2.8,-4.13,-1.61,-99.874168,-143.343536,-193.384552,91,1.82,0.0430719999999999,-0.2392909999999999,0.0574290000000008,0.253648,-1.0074145000000003,-9.6960635
30248,0.356543,-1.024165,-9.739136,-2.52,-4.2,-1.54,-101.62207,-141.201538,-194.254807,92,1.84,0.081359,0.1028949999999999,-0.0717870000000004,0.3158634999999999,-1.0756125,-9.7032425
30268,0.294328,-1.062451,-9.691278,-2.73,-4.2,-1.47,-100.445908,-146.986954,-195.848999,93,1.86,-0.062215,-0.038286,0.0478579999999997,0.3254355,-1.043308,-9.715207
30288,0.253648,-0.942806,-9.715207,-2.52,-4.13,-1.47,-99.798347,-142.567001,-193.808151,94,1.88,-0.0406799999999999,0.119645,-0.0239289999999989,0.273988,-1.0026285,-9.7032425
30308,0.268006,-0.969128,-9.741529,-2.38,-4.13,-1.61,-100.254852,-143.825684,-194.729141,95,1.9,0.014358,-0.0263219999999999,-0.0263220000000004,0.260827,-0.9559670000000002,-9.728368
30328,0.272792,-1.0122,-9.688885,-2.38,-4.27,-1.47,-100.045387,-140.940277,-194.219055,96,1.92,0.0047859999999999,-0.043072,0.052643999999999,0.270399,-0.9906640000000002,-9.715207
30348,0.256041,-1.005021,-9.705635,-2.45,-4.34,-1.47,-99.985916,-142.52771,-193.239182,97,1.94,-0.0167509999999999,0.007179,-0.0167499999999982,0.2644165,-1.0086105,-9.69726
30368,0.275184,-0.971521,-9.681706,-2.73,-4.62,-1.4,-100.739075,-140.290421,-194.099213,98,1.96,0.0191429999999999,0.0334999999999999,0.0239289999999989,0.2656125,-0.988271,-9.6936705
30388,0.256041,-0.997843,-9.674527,-2.66,-4.62,-1.47,-100.939552,-143.453674,-195.499725,99,1.98,-0.0191429999999999,-0.026322,0.0071790000000007,0.2656125,-0.9846820000000004,-9.6781165
30408,0.272792,-0.981092,-9.684099,-2.59,-4.62,-1.26,-101.041451,-142.356003,-193.902603,100,2.0,0.0167509999999999,0.016751,-0.0095720000000003,0.2644165,-0.9894675000000002,-9.679313
30428,0.299114,-1.026558,-9.674527,-2.59,-4.9,-1.26,-101.659325,-140.929581,-194.20636,101,2.02,0.026322,-0.0454660000000001,0.0095720000000003,0.285953,-1.0038250000000002,-9.679313
30448,0.294328,-1.000236,-9.686492,-2.66,-4.55,-1.33,-101.402405,-141.79364,-196.183655,102,2.04,-0.004786,0.0263220000000001,-0.011965,0.296721,-1.0133970000000003,-9.6805095
30468,0.22254,-0.990664,-9.703242,-2.38,-4.48,-1.26,-101.190331,-136.74823,-192.486984,103,2.06,-0.0717879999999999,0.0095719999999999,-0.01675,0.258434,-0.9954500000000002,-9.694867
30488,0.24647,-0.990664,-9.729565,-2.59,-4.97,-1.12,-100.317299,-140.638962,-195.004944,104,2.08,0.02393,0.0,-0.0263229999999996,0.234505,-0.9906640000000002,-9.716403499999998
30508,0.215362,-0.981092,-9.7176,-2.45,-5.04,-1.26,-100.063911,-145.184402,-194.831085,105,2.1,-0.0311079999999999,0.009572,0.011965,0.230916,-0.9858780000000004,-9.7235825
30528,0.272792,-0.981092,-9.710421,-2.45,-4.69,-1.33,-103.57637,-139.0242,-195.117416,106,2.12,0.0574299999999999,0.0,0.0071789999999989,0.244077,-0.9810920000000002,-9.7140105
30548,0.174682,-0.969128,-9.722385,-2.45,-4.55,-1.4,-98.410553,-143.586884,-192.87674,107,2.14,-0.0981099999999999,0.0119639999999999,-0.0119639999999989,0.223737,-0.97511,-9.716403
30568,0.284756,-1.000236,-9.715207,-2.38,-4.2,-1.47,-99.37571,-142.355804,-192.371689,108,2.16,0.110074,-0.0311079999999999,0.0071779999999996,0.229719,-0.9846820000000004,-9.718796
30588,0.248862,-0.990664,-9.741529,-2.59,-4.13,-1.47,-102.833054,-141.54335,-195.709152,109,2.18,-0.035894,0.0095719999999999,-0.0263220000000004,0.266809,-0.9954500000000004,-9.728368
30608,0.27997,-1.000236,-9.731957,-2.59,-4.13,-1.47,-102.082855,-142.181335,-194.145035,110,2.2,0.0311079999999999,-0.0095719999999999,0.0095720000000003,0.264416,-0.9954500000000004,-9.736743
30628,0.251255,-0.981092,-9.698457,-2.59,-4.13,-1.47,-102.032333,-143.01004,-196.114685,111,2.22,-0.0287149999999999,0.0191439999999999,0.0335,0.2656125,-0.9906640000000002,-9.715207
30648,0.26322,-0.976306,-9.722385,-2.66,-4.2,-1.54,-99.69046,-142.824066,-191.751648,112,2.24,0.011965,0.0047859999999999,-0.0239279999999997,0.2572375,-0.9786990000000004,-9.710421
30668,0.270399,-0.99545,-9.679314,-2.66,-4.2,-1.54,-99.096565,-144.535309,-193.320648,113,2.26,0.0071789999999999,-0.0191439999999999,0.0430709999999994,0.2668095,-0.9858780000000004,-9.7008495
30688,0.253648,-0.997843,-9.669742,-2.52,-4.2,-1.61,-100.269875,-144.869186,-193.652344,114,2.28,-0.016751,-0.002393,0.0095720000000003,0.2620234999999999,-0.9966465000000004,-9.674528
30708,0.241684,-1.007414,-9.722385,-2.59,-4.27,-1.54,-102.831734,-140.222916,-196.035828,115,2.3,-0.0119639999999999,-0.0095709999999999,-0.0526429999999997,0.247666,-1.0026285000000004,-9.6960635
30727,0.24647,-1.000236,-9.686492,-2.59,-4.41,-1.4,-100.083527,-141.708908,-192.672821,116,2.32,0.0047859999999999,0.0071780000000001,0.0358929999999997,0.244077,-1.0038250000000004,-9.704438499999998
30747,0.241684,-0.988271,-9.698457,-2.45,-4.48,-1.54,-102.780357,-140.491898,-195.6633,117,2.34,-0.0047859999999999,0.0119649999999998,-0.011965,0.244077,-0.9942535000000003,-9.6924745
30767,0.220148,-1.000236,-9.743921,-2.1,-4.27,-1.54,-99.365509,-145.833282,-194.810608,118,2.36,-0.021536,-0.0119649999999998,-0.0454640000000008,0.230916,-0.9942535000000002,-9.721189
30787,0.227326,-0.993057,-9.731957,-2.17,-4.27,-1.4,-101.066742,-143.961258,-195.448669,119,2.38,0.0071779999999999,0.0071789999999999,0.0119640000000007,0.223737,-0.9966465000000002,-9.737939
30807,0.234505,-0.990664,-9.708028,-2.45,-4.2,-1.47,-101.959045,-140.35434,-194.663116,120,2.4,0.0071789999999999,0.0023929999999999,0.0239289999999989,0.2309155,-0.9918605000000004,-9.7199925
30827,0.251255,-0.990664,-9.70085,-2.59,-4.06,-1.47,-100.60553,-142.701584,-194.387344,121,2.42,0.01675,0.0,0.0071779999999996,0.2428799999999999,-0.9906640000000002,-9.704439
30847,0.236898,-0.961949,-9.748708,-2.59,-4.06,-1.54,-102.358147,-140.560577,-195.397934,122,2.44,-0.014357,0.0287149999999999,-0.0478579999999997,0.2440765,-0.9763065000000002,-9.724779000000002
30867,0.256041,-1.009807,-9.688885,-2.66,-4.2,-1.61,-100.533997,-141.646179,-193.780167,123,2.46,0.019143,-0.0478579999999998,0.0598229999999997,0.2464695,-0.985878,-9.7187965
30887,0.251255,-0.988271,-9.703242,-2.45,-4.27,-1.47,-105.361626,-141.130295,-197.161026,124,2.48,-0.004786,0.0215359999999998,-0.0143569999999986,0.253648,-0.9990390000000002,-9.6960635
30907,0.251255,-1.019379,-9.758279,-2.24,-4.48,-1.47,-100.376022,-143.011841,-194.864426,125,2.5,0.0,-0.031108,-0.0550370000000004,0.251255,-1.0038250000000002,-9.7307605
30927,0.258434,-1.024165,-9.73435,-2.45,-4.34,-1.61,-101.655037,-141.208481,-195.237122,126,2.52,0.0071789999999999,-0.0047859999999999,0.0239290000000007,0.2548445,-1.021772,-9.7463145
30947,0.212969,-0.983485,-9.803744,-2.45,-4.34,-1.61,-102.523903,-142.116623,-194.971725,127,2.54,-0.045465,0.0406799999999999,-0.0693940000000008,0.2357015,-1.0038250000000002,-9.769047
30967,0.217755,-0.981092,-9.746315,-2.31,-3.85,-1.68,-100.992134,-139.985123,-194.323776,128,2.56,0.004786,0.002393,0.0574290000000008,0.215362,-0.9822885000000002,-9.7750295
30987,0.282363,-1.014593,-9.712814,-2.31,-3.15,-1.68,-103.096748,-138.040451,-194.665878,129,2.58,0.0646079999999999,-0.0335010000000001,0.0335009999999993,0.250059,-0.9978425000000002,-9.7295645
31007,0.217755,-0.957163,-9.7176,-2.24,-2.59,-1.96,-101.492348,-142.573135,-196.181046,130,2.6,-0.0646079999999999,0.05743,-0.0047859999999992,0.250059,-0.9858780000000004,-9.715207
31027,0.287149,-0.971521,-9.664956,-2.94,-3.08,-1.89,-103.345215,-142.254181,-195.971909,131,2.62,0.0693939999999999,-0.0143579999999999,0.052643999999999,0.252452,-0.9643420000000004,-9.691278
